AT1G06580.1	Q9SHK2
AT5G04190.1	Q9FYE2
AT2G19530.1	Q9ZUN9
AT2G41710.3	F4IL00
AT5G66750.1	Q9XFH4,A0A7G2FJC1
AT5G66800.1	Q9FL00
AT5G58770.1	Q56Y11-1,A0A384LEU3,B5X0P4
AT2G32930.2	F4IUS5,A0A5S9X3N5
AT4G27040.1	A0A178V291,Q5M759
AT4G35730.1	F4JNS8
AT2G45750.1	A0A178VQA6,O80844
AT5G41410.1	Q38897
AT1G32770.1	Q9LPI7
AT1G58025.2	F4I9P7
AT1G60060.1	A0A178W163,Q9ZUI7
AT4G36480.1	Q94IB8,A0A178UY56
AT5G66930.3	F4K264,A0A5S9YHN9
AT3G28450.1	Q9LSI9
AT5G02130.1	A0A5S9Y0N6,Q9LZL9
AT4G02830.1	Q9SY08
AT5G13390.1	A0A178UGQ6,Q9LYR7
AT1G78100.1	Q9C9S2,A0A178VZX8
AT2G03730.1	Q9ZPQ8,A0A178VM52
AT1G72390.1	F4IDB2
AT4G14746.1	A0A178UUR8,F4JIF2
AT5G43310.1	F4K5Y5
AT4G33670.1	O81884,A0A178USL2
AT1G80700.1	Q9SAI8
AT1G80980.1	Q9SAG2
AT4G38360.2	F4JTN2-1,A0A178UWL9
AT5G56750.1	Q9FJT7,A0A178UI60
AT3G25700.1	Q9LI73
AT1G06340.1	Q9LMI5
AT3G15370.1	Q9LDJ3,A0A178VC47
AT3G13840.1	Q9LRW3,A0A178VGN4
AT3G08950.1	Q8VYP0,A0A178VMU8
AT4G00220.1	O81323
AT3G20420.1	Q9LTQ0
AT3G29170.1	A0A384KZ78,Q9LVP2
AT5G19220.1	P55229
AT5G12230.1	Q9FMP0,A0A178UR59
AT3G07970.1	Q9SFB7
AT3G29770.1	Q9FW03
AT5G11800.1	B5X0N6,A0A178UL54
AT5G11810.1	A0A178UN28,Q9LYF0
AT1G55260.1	A0A654ENQ0
AT4G11040.1	Q9T010-1,A0A178UX72
AT1G07310.1	Q9LNV0
AT2G03510.1	Q9ZQ87,A0A654ERL1
AT5G48545.1	F4K1R2,A0A178UAY8
AT4G36060.1	Q8W2F2-1,C0SVL7
AT3G12977.1	Q9LSI1,A0A654F7X3
AT3G54920.1	Q93Z04,A0A178VCI0
AT5G15120.1	Q9LXG9
AT3G04480.1	A0A384KE77,F4J3Q1
AT5G09750.1	Q9LXD8
AT3G51010.1	A0A654FGM2,Q9SD44
AT3G14470.1	Q9LRR4,A0A654F8G6
AT3G14460.1	Q9LRR5,A0A178V8Q1
AT3G54500.3	A0A2H1ZEL2
AT5G63130.1	A0A384L940,Q9FML0
AT3G10230.1	Q38933-1,A0A178VBX7
AT4G31290.1	Q84MC1,A0A178UTF7
AT4G03820.2	F4JGB3
AT3G18930.1	Q67YI6,A0A178VLB0
AT1G65520.1	O04469
AT5G54790.1	Q5BPG5-1,A0A654GB93
AT2G31160.1	O82268,A0A654F2V2
AT3G50560.1	Q943Z4
AT5G18610.1	Q1PDV6,A0A178UA60
AT3G54820.1	Q9SV31,A0A5S9XKZ5
AT3G54826.1	A0A654FFU3,F4JE34
AT5G13160.1	Q9FE20,A0A384K8Z2,B2BDM5
AT1G80150.1	Q8GW57,A0A654ES36
AT1G80130.1	A0A654EVP9,Q9SSC6
AT5G06760.1	Q9FG31,A0A178UIZ0
AT5G06820.1	Q9FG24,C0LGS7
AT1G04670.1	A0A178WIB5,Q5Q0I9
AT1G20270.1	Q9LN20,A0A178WEX1
AT5G42350.1	Q9FII2
AT5G42360.1	Q9FII1
AT3G21770.1	Q9LSY7,A0A654FAP7
AT2G43130.1	P28187,A0A5S9X6K4
AT3G50050.1	Q9SN13
AT2G32970.2	F4IUT0
AT5G21070.1	A0A178UHS4,Q940N6
AT5G21050.1	A0A178UIL3,Q3E983
AT4G16710.1	A0A654FPZ3,O23514
AT2G03870.1	Q9SI54,A0A178VPR3
AT1G62340.1	F4HYR6
AT5G62710.1	Q8GX94
AT1G76060.1	Q63Z96
AT4G39880.1	A0A178UUW8,Q9SMR5
AT4G23410.1	Q84WF6,A0A178UV00
AT3G49060.1	Q94A51-1
AT5G24580.1	Q9FLU5-1,A0A654G3U0
AT1G21695.1	Q9XI08
AT5G24400.1	Q84WW2,A0A654G497
AT1G52580.1	A0A654EJJ7,Q9SSR0
AT4G01670.1	Q8GXD3
AT1G65440.1	A8MS85-1
AT5G23810.1	Q9FF99-1
AT5G01710.1	Q9M005
AT4G15180.1	O23372
AT1G78140.1	Q8LBV4,A0A178WG43
AT3G29060.1	Q9LJW0
AT1G64510.1	Q8VY91,A0A178WQK9
AT1G62300.1	Q9C519,A0A5S9WP13,C0SV11
AT5G54980.1	A0A178UBQ1,Q9FFT2
AT5G40420.1	Q39165,A0A178UA73
AT3G05170.1	Q9MAA2
AT4G34250.1	Q9SYZ0,A0A7G2F846,A4VCL7
AT2G27980.1	A0A654EWX3,F4IHN9
AT5G03560.2	F4KGN4
AT3G16360.2	F4J1I8,A0A384KT90
AT1G74520.1	Q9S7V4,A0A178W5T6
AT1G34420.1	A0A178WEE3,Q9LNK3
AT3G14280.1	A0A384KCN9,Q9LUL9
AT1G34000.1	Q9FEC1,A0A178WAB5
AT5G25840.1	A0A178UEC1,Q8GW85
AT5G25890.1	Q9XFM0,A0A384LA70,Q2VWA1
AT2G26900.1	Q1EBV7,A0A178VXV9
AT4G37810.1	A0A654FWG5,Q9T068
AT5G47740.2	F4JYN2
AT1G28540.1	A0A178WQ80,Q9SHP5
AT1G78590.1	Q500Y9,A0A654EQ55,B4F7Q3
AT2G38290.1	Q9M6N7-1,A0A654EZX6
AT2G38250.1	O80450,A0A178VPR5
AT4G21740.1	A0A654FRI0,Q9SVS3
AT2G40140.1	Q9XEE6,A0A654F1U6
AT4G29940.1	P48785-1,A0A7G2F6S4
AT5G20030.1	A0A384K9F1,Q8LES5
AT5G19960.1	A0A654G2T6,Q8RWF8
AT1G11440.1	Q9LPZ0
AT5G57130.1	Q9LU73,A0A178UNM9
AT1G03010.1	Q9SA69,A0A178WMH0
AT3G17090.1	Q0V7V2-1,A0A178VFV3
AT5G13500.1	Q9FY51,A0A178UL89,A0A384L0E0
AT1G53530.1	Q6NLT8,A0A654EI49
AT5G10960.1	Q9LEU4,A0A654G096
AT3G05470.1	Q9MA60,A0A178VCE3
AT4G15140.1	A0A178V4W0,Q94JV9
AT4G33920.1	O81760,A0A178US28
AT4G27435.1	A0A178V2T8,Q940M6
AT5G02390.1	A0A5S9Y0P9,Q9LZ87
AT2G30920.1	O49354,A0A654EZ36
AT1G21660.1	A0A178W8I1,Q9XI12
AT4G24620.1	Q8H103-1,A0A178UUU3
AT1G63120.1	Q9CAN1
AT4G17430.1	Q1JPM5
AT5G20500.1	Q8LFQ6,A0A5S9Y867
AT2G47810.1	O82248,A0A178VUG0
AT5G46080.1	A0A7G2FE02,Q9FNL4
AT5G42090.1	Q9FHX6
AT2G43760.1	A0A178VNE3,O22827
AT1G51720.1	F4I9M9
AT5G43650.1	Q9FIX5
AT2G31690.1	Q9SIN9,A0A654EZE5
AT1G58120.1	Q9C6F6
AT1G12530.1	A0A178WG56,Q5Q0H6
AT3G02920.2	F4IYI1
AT5G26220.1	Q8GY54,A0A5S9Y7V9
AT1G22800.1	O80543,Q0WSC3
AT3G15070.1	Q94F54
AT5G50860.1	A0A654G9U8,Q9LSM7
AT1G03760.1	Q8GWP1,A0A178W6X7
AT1G03590.1	Q9LR65,A0A178W5G0
AT3G10690.1	Q9CAF6,A0A178VFU0
AT1G30460.1	A9LNK9-1,A0A654EFV1
AT4G16146.1	F4JLP3
AT3G28690.2	F4J0D2,A0A384KJZ9
AT4G34430.4	Q8VY05-3
AT3G01090.2	Q38997-1
AT1G21690.3	F4HY43
AT2G37950.1	A0A178W082,Q5XEN4
AT4G37450.1	Q9FPR2
AT5G39940.1	A0A654G724,Q8GUI2
AT2G23990.2	F4INN8
AT4G09980.1	Q94AI4-2,A0A178V0G2
AT5G04310.1	F4JW80
AT4G27940.1	Q944H5,A0A178V3U9
AT4G03190.1	Q9ZR12,A0A178UXT3
AT5G02140.1	Q9LZL8
AT4G02880.2	F4JHW4
AT1G31860.1	O82768,A0A5S9WKE5
AT5G13310.1	A0A384LCV4,Q9LYU5
AT4G20030.1	Q67XI5
AT2G47670.1	O22244
AT4G18140.1	F4JQR6
AT5G46410.2	F4KHG9
AT5G13720.1	Q9FNA1,A0A178UG44
AT5G08550.1	Q9FNN3,A0A7G2F812
AT1G71015.1	Q9SSJ7
AT4G37090.1	A0A5S9XZC8,O23177
AT5G44250.1	Q9FFG7
AT1G77100.1	O49293,A0A654EPP6
AT1G61850.1	F4HX14
AT5G28300.1	Q8H181
AT3G28917.1	Q9LJW5,A0A654FD09
AT1G63670.1	Q9CAD2
AT1G60010.1	A0A178W2T9,Q9ZUJ2
AT1G72180.1	Q9C7T7
AT2G03140.2	F4IS89
AT5G56090.1	Q9FKT8,A0A178UUI8
AT3G26750.1	Q9LW36
AT5G46640.1	A0A7G2FKM2,Q9FIR1
AT5G11790.1	Q9ASU8,A0A178UTF2
AT5G64170.2	A8MQN2-1,A0A654GEY7
AT5G02260.1	Q9LZ99,A0A178UHJ8
AT1G64625.1	Q7XJU0-1
AT1G30650.1	Q9SA80,A0A384KXJ4,Q0WRG6
AT5G59610.1	Q9FNA0
AT1G61240.1	Q8GYU5
AT4G29920.1	Q9SZR3
AT1G47655.1	A0A7G2DYV5,Q9SX97
AT5G41100.1	A0A178UME8,A4FVS2
AT1G12060.1	O65373,A0A178WFD4
AT5G64540.1	A0A178UEA7,Q5BPE9
AT3G22670.1	Q9LUJ4,A0A178V8W7
AT1G07473.1	A0A178W6B0,Q9LNW8
AT1G07476.1	Q9LNX0
AT5G62250.1	Q4PSA3,A0A178UEH6
AT3G51130.1	Q9SD33-1
AT3G63210.1	Q8LGS1,A0A5S9XN90
AT3G59440.1	Q9LX27,A0A5S9XM83
AT1G04280.1	Q0WUY1
AT2G27290.1	A0A654EY72,Q9XIN6
AT3G28040.1	Q9LRT1
AT2G35140.1	A0A384KTP4,O82177
AT4G12070.1	Q94B03
AT5G40840.2	Q9FQ20-1
AT1G15660.1	Q66LG9
AT3G50530.2	Q9SCS2-2
AT2G26430.1	Q8RWV3-1,A0A5S9X1D9
AT5G53520.1	Q9FJD1
AT2G25280.1	A0A178VYU4,Q9SIR5
AT3G13227.1	A0A384L559,Q9LHL1
AT4G21120.1	Q84MA5,A0A178UYU0
AT2G39840.1	P48484,A0A178VUA1
AT5G53110.1	F4KJ04
AT2G15620.1	Q39161,A0A5S9WYB4
AT3G21510.1	Q9ZNV9,A0A178V856
AT3G53900.2	Q9M336-1,A0A178VJX7
AT3G11650.1	Q9SRN1
AT4G39990.1	Q9SMQ6
AT1G27461.1	A0A7G2DTJ1,Q1G322
AT1G04210.1	A0A178W6H8,O64486
AT5G37290.1	A0A654G5M0,Q9FHT6
AT1G33770.1	A0A7G2E112,Q9LQ29
AT3G04730.1	O24407,A0A384LFG7,Q0WNJ2
AT5G50390.1	Q9FK33
AT1G69330.1	Q9C546,A0A178WKK9
AT3G03760.1	Q9SRV3,A0A178VCE0
AT5G03080.1	Q6NLA5,A0A178URC2
AT2G46770.1	Q84WP6
AT2G29410.1	Q6DBM8
AT4G02100.1	A0A654FL52,Q84VX5
AT3G06660.1	Q94CE6
AT1G24590.1	Q9FYK5
AT1G04690.1	O23016,A0A178WF48
AT5G19750.1	A0A654G381,F4K2L8
AT5G19730.1	Q8VYZ3
AT1G66760.2	A0A654ELL1,Q9C9M8-1
AT3G05070.1	A0A384KZN9,Q9MAB2
AT5G55610.1	A0A654GCB8,Q9FM77
AT3G28960.1	F4J1Q9
AT4G16580.1	A0A5S9XTR6,Q9SUK9
AT5G51140.2	F4KBV6
AT3G17720.1	F4J6E0
AT3G17760.1	Q9LSH2,A0A178VFR2
AT4G23930.1	A0A654FSM1,Q9T0A8
AT1G08450.1	O04153-1,A0A178W681
AT2G24692.1	Q1G320
AT3G50780.1	Q9SVM0
AT4G01310.1	O04603,A0A178V3W4
AT4G01210.1	F4JHZ4
AT3G13620.1	Q9LHN7,A0A178VLM5
AT3G25410.1	Q8RXE8,A0A654FCF0
AT5G48960.1	F4K3A9
AT4G15810.1	F4JKW7
AT1G75020.1	Q8L4Y2,A0A654EP47
AT1G73820.1	A0A654EQ79,Q9C9T0
AT2G28120.1	A0A178VZ10,Q9ZUV4
AT1G50120.1	Q8RWU2
AT2G43540.1	A0A178W2N0,O22868
AT2G38750.1	Q9ZVJ6,A0A178VQU4
AT3G45770.1	Q8LCU7-1,A0A178VNZ5
AT5G62740.1	Q9FM19,A0A178U8N7
AT5G12290.1	Q8GUK1,A0A178UP20
AT5G05080.1	Q9FF66,A0A178UL56
AT5G47780.1	Q93ZX7,W8PUB8
AT4G26450.1	A0A178UYS4,P0CB21
AT2G20080.1	Q84X40-1,A0A654EUC7
AT3G13882.2	F4JEK7
AT1G74770.1	F4HVS0-1
AT5G40280.1	Q38920,A0A654G6R0
AT2G40540.1	O22881,A0A178VTZ5
AT1G30080.1	F4I4R0
AT3G17611.1	Q8RXW0-1,A0A178VF31
AT1G03000.1	Q8RY16,A0A178WG59
AT5G10580.1	A0A654FZZ3,Q9LXB0
AT4G09720.3	F4JKR6
AT5G04530.1	Q9LZ72
AT2G26250.1	Q570B4,A0A178VYA3
AT1G45976.1	A0A178WK23,Q9FEA0
AT1G14760.1	F4HXU3-1
AT1G78380.1	Q9ZRW8,A0A178W4K6
AT4G19185.1	Q8W4R9,A0A178UVH6
AT1G25340.1	Q94FU0,A0A178WKY4
AT5G49820.1	Q93YU2,A0A178U6M3
AT5G02420.1	Q9LZ60,A0A654FXQ4
AT3G23440.1	Q9LW53
AT1G76120.1	Q9SGS1
AT3G51930.1	A0A5S9XLP3,Q9SV11
AT5G43880.1	Q9LKC1
AT5G60920.1	Q94KT8,A0A178UFZ7
AT3G12720.1	A0A384L704,Q9LTW2
AT3G12540.1	A0A384KEM9,Q9LHB3
AT1G10480.1	Q39264,A0A178W5E9
AT3G45190.1	A0A384KE02,F4J5I0
AT2G35350.1	O82302,A0A178VV40
AT5G03580.1	A0A178UIW8,F4KGN7
AT2G40113.1	A0A178VX35,Q58FY6
AT5G55690.1	Q9FM69
AT5G35870.1	A0A178ULR9,Q9FFL6
AT3G09150.2	Q9SR43-1
AT5G23340.1	A0A178UH53,Q9FMW7
AT2G13360.1	Q56YA5,A0A178VX39
AT5G17840.1	A0A5S9Y5N0,Q93ZT2
AT3G18960.1	Q84R27,A0A178VGT7
AT4G01580.1	Q9ZSH7
AT1G55280.1	A0A654EK24,Q0V7V0
AT3G58670.1	Q9LXT4,A0A654FJ00
AT3G58760.1	A0A7G2EXU1,F4J703
AT2G37870.1	A0A178VZ16,Q9SHA0
AT1G14380.1	Q8GZ87
AT3G15110.1	A0A654FH59,Q2HIU0
AT1G15220.1	Q9XI46,A0A178W6T6
AT1G77750.1	Q9CA19,A0A178WJD6
AT5G44730.1	A0A178UJ81,O48587
AT5G50350.1	Q9FK37
AT5G62050.1	Q42191,A0A178UA29
AT1G16900.1	Q9FZ49,A0A654EAJ3,W8QPA0
AT2G48110.1	F4IN69
AT1G18420.1	Q9LPQ8,A0A5S9V191
AT5G62420.1	A0A178U958,Q9FJK0
AT1G03270.1	Q9ZVS8,A0A178W3C6
AT3G01140.1	F4J2A8
AT1G71695.1	Q96520,A0A178WB34
AT2G38040.1	Q9LD43,A0A178VYR6
AT2G04660.1	Q8H1U5,A0A178VYA9
AT1G08300.1	F4HW09
AT1G08260.1	F4HW04,A0A654E847
AT2G27120.1	F4IFN6
AT5G41760.1	Q8LGE9,A0A654G729
AT5G41350.1	Q94AB7,A0A384KY11
AT2G31380.1	Q9SID1,A0A178VP39
AT2G46060.1	A0A5S9X844,Q8RWX6
AT2G45130.1	Q5PP62
AT5G19650.1	Q3E9B4,A0A654G304
AT5G42080.1	P42697-1,A0A178UEJ4
AT5G02020.1	A0A178UAJ1,Q9LZM9
AT5G52510.1	Q9FYR7
AT2G25920.1	A0A178VZQ5,O82305
AT3G44990.1	P93046
AT1G09090.2	Q9SBI0-1
AT1G31930.1	Q9C516
AT2G05590.2	A0A178VYP9,Q9AT60
AT5G64770.1	Q9FGF6,A0A178UIJ2
AT3G18390.1	Q9LS51,A0A384LFV0
AT5G44240.1	F4K8T6
AT1G77145.1	O80651
AT1G77160.1	Q45GL9
AT1G80640.1	Q0V7T5-1
AT1G05290.1	Q1PFY3,A0A654E6Y3
AT4G38430.1	Q93ZY2,A0A178UUK9
AT1G67140.3	F4HRS2-1
AT3G16280.1	Q9LU18,A0A178VAZ9
AT3G49690.1	Q9M2Y9,A0A178VK29
AT5G57780.1	Q9FJN6
AT1G63700.1	Q9CAD5,A0A178WLG6
AT3G09010.1	A0A384L9A3,Q8LF75
AT3G16010.1	Q9LW84
AT3G08680.1	Q9C9Y8,A0A384KVI9,C0LGM8
AT5G58920.1	A0A178UIR0,Q8GWJ8
AT3G02870.1	Q9M8S8-1,A0A178V8V9
AT4G14200.1	A0A654FP84,F4JUM8
AT5G18070.1	P57750
AT1G52320.2	Q9C824
AT5G12130.1	F4JZG9,A0A178UPZ0
AT1G75100.1	Q9C9Q4,A0A178WHU1
AT5G11780.1	A0A654G0W8,Q56Y63
AT5G26880.1	A0A178UI04,Q6NPL4
AT1G07340.1	Q9LNV3,A0A178W5X1
AT5G48120.1	Q0WVF8
AT4G33240.1	Q0WUR5-1
AT1G51430.1	F4I9I9
AT3G28370.1	F4IZ28
AT3G04490.1	F4J3Q2
AT1G68930.1	Q9CAA8,A0A5S9WQQ4
AT5G54750.2	F4K1U5
AT4G13160.1	Q9SVR1
AT5G50520.1	Q9LUF8
AT5G50630.1	Q9LUF8
AT1G77670.1	Q9CAP1
AT5G58190.2	F4KDJ9
AT3G57760.1	Q9SVZ0
AT1G19400.1	A0A654ED58,Q8VYC6
AT2G17650.1	Q9SEY5,A0A7G2EBC5
AT2G46650.1	Q9ZNV4,A0A178VYU9
AT1G47480.1	Q9SX78,A0A654EHQ3
AT2G02730.1	A0A384L2Y3,O64509
AT5G59010.1	Q9FIL1
AT5G51840.1	A0A178U8E0,Q2HIW6
AT3G54650.1	Q8W104
AT1G63980.1	Q940M0,A0A654EKU6
AT5G28770.2	B9DGI8-1,A0A7G2FAW5
AT5G11020.1	A0A654G040,F4JWD4
AT3G13235.1	Q1EBV4,A0A384L6E9
AT4G15510.1	O23403-1,A0A178UV94
AT5G67370.1	Q9FN15
AT4G34810.1	F4JLH5
AT5G06740.1	Q9FG33,A0A178UPB5
AT1G04590.2	F4I5Q5
AT1G30370.1	Q9C8G6,A0A178W2K8
AT1G68790.1	Q9CA42,A0A5S9WR00
AT5G25050.1	Q5FV41
AT2G42490.1	Q8L866,A0A178VYJ2
AT5G61600.1	Q9FKG1,A0A654GD59
AT5G61590.1	Q9FKG2,A0A178UNR8
AT3G12710.1	A0A654F7U3,Q9LTW3
AT3G12290.1	Q9LHH7
AT5G63010.1	A0A654GE28,Q9FM51
AT2G04030.1	Q9SIF2-1,A0A178VPV7
AT1G80540.1	F4HTY4
AT3G22880.1	Q39009,A0A178VEK4
AT5G06360.1	A0A178URX6,Q9FNH2
AT3G48000.1	Q9SU63
AT2G26970.1	Q9ZVE0-1,A0A5S9X1I7
AT1G08580.1	A0A178WA11,Q9FRS7
AT5G16680.1	F4KE59,A0A384KWQ2
AT3G04790.1	Q9S726,A0A178V804
AT3G03710.1	Q8GZQ3,A0A654F3U1
AT5G24070.1	Q9FLV5,A0A178USM8
AT5G51400.1	P94032
AT1G31050.1	A0A178W315
AT5G63220.1	Q6GKV1,A0A178UDZ4
AT5G10990.1	A0A178UED2,Q9LEU2
AT1G08640.1	Q93WG3,A0A654E844
AT1G32130.1	F4ICK8-1,A0A178W8Z5
AT3G19990.1	A0A384KNV7,Q501F4
AT2G27450.2	Q8VYF5-1
AT4G15820.1	F4JKW8
AT4G15850.1	Q7FGZ2
AT1G18300.1	Q9LE73,A0A178WG84
AT5G25500.1	Q5XV34
AT5G25540.1	Q6NQH9,A0A178U9D7
AT3G52720.1	O04846-1,A0A178V615
AT2G31060.3	F4IPW5
AT1G71170.1	Q9C991
AT1G71180.1	Q949M8
AT1G73540.1	Q8VY81,A0A178W6P3
AT1G13180.1	Q9SAF1,A0A5S9U677
AT1G69700.1	Q9S784,A0A654ESQ0
AT5G07960.1	Q9SD88,A0A384KB20,Q0WU11
AT4G31450.1	Q944Q9
AT3G18270.1	Q94K39
AT3G49100.1	A0A384LJN4,Q0WS60,Q9SMU7
AT5G07920.1	Q39017,A0A178ULH8
AT4G37830.1	Q9T070-1,A0A654FWG7
AT4G32750.1	A0A654FUX6,Q8LA21
AT5G55640.1	A0A654GBI3,Q9FM74
AT1G63250.1	Q9C8S9,A0A178W498
AT2G07750.1	O80792
AT1G63270.1	Q9C8T1,A0A178W7Z5
AT5G63610.1	Q84TI6,A0A178U8W4
AT5G28080.2	Q2V338-1
AT3G07860.1	Q84WS8,A0A178V8D0
AT4G13750.1	F4JTS8
AT3G61300.1	Q9M2D4
AT2G41080.1	Q8S9M4,A0A178VRX3
AT2G27040.1	Q9ZVD5
AT4G08870.1	Q9ZPF5-1,A0A178V1K8
AT4G08900.1	P46637,A0A178UW48
AT3G58170.1	Q9M2J9,A0A384KVB5,Q541Y3
AT1G27620.1	A0A7G2DXP1,Q9S808
AT1G52900.1	Q9C931
AT5G35370.1	O65238,A0A654G581
AT3G48820.1	Q8RY00-1,A0A7G2ESD4
AT2G33590.1	A0A178VRE7,O22809
AT2G33600.1	A0A178VVW0,O22810
AT5G65960.1	A0A654GEI1,Q8VZ15
AT1G22810.1	O80542,A0A654EC91
AT3G51490.2	F4J4E8
AT1G56345.1	Q7XA65,A0A178W7M0
AT2G47840.1	O82251,A0A178VYR0
AT1G73440.1	Q9FDZ8
AT4G00140.1	O81315
AT1G60080.1	A0A178WDS9,Q9ZUI4
AT1G79400.1	Q9SAK8,A0A178WC88
AT5G66730.1	Q9LVQ7,A0A178UMT2
AT1G71691.2	Q9SF78-1,A0A178W6X0
AT3G52660.1	Q9LXJ8
AT5G28390.1	F4K739
AT2G46830.1	P92973-1,A0A178VLU6
AT1G50510.1	Q84K35,A0A178WKH3
AT2G28450.1	Q8L7S3-1
AT1G47960.1	F4HWQ8-1
AT1G19100.1	Q56Y74,A0A654EB60
AT3G48470.1	A0A654FDZ3,F4JF17
AT5G08400.1	Q8VZD1
AT2G05120.1	A0A2H1ZE14
AT2G26000.2	O80996,A0A384KPU1
AT3G24080.1	F4J5D3
AT1G03030.1	A0A654EBB4,Q500U9
AT5G65840.1	Q8L5Y8
AT5G67610.2	F4K567
AT5G67480.2	Q9FJX5-2
AT2G35650.1	Q9ZQN8,W8PUY9
AT5G27970.2	F4K5S0
AT3G07960.1	Q9SFB8,A0A384KKN2,Q0WN55
AT5G27620.1	Q8W5S1
AT5G03310.1	Q9LZF9
AT3G23490.1	O22683,A0A178VD28
AT3G59040.2	F4J741
AT5G40610.1	Q9SCX9
AT4G33985.1	A0A178V6W5,Q0WS40
AT2G43070.1	Q4V3B8,A0A178VZ31
AT1G67960.1	F4HVJ3
AT1G08030.1	Q3EDG5-1,A0A5S9T7I2
AT3G56010.1	Q9LY44
AT1G22310.2	Q9LME6-1,A0A5S9VM51
AT4G25650.2	Q8W496-1
AT1G31220.1	P52422
AT5G04910.1	A0A178UGC8,Q1PE01
AT1G18740.1	Q9M9U5
AT5G62310.1	Q9LE81,A0A178UJB1
AT3G59680.2	F4J9E8
AT3G09920.1	Q8L850,A0A654FG69
AT1G61900.1	Q8GUI4-1
AT1G28250.1	A0A178W219,Q9FZ98
AT5G43290.1	Q9FHR7,Q67YM5
AT3G61740.1	Q9M364-1
AT2G05760.1	Q9SHZ3,A0A178VVP2
AT5G58360.1	Q9LVL4,A0A654GCE0
AT2G32600.1	A0A178VXZ1,O80897
AT5G10180.1	O04722
AT2G31210.1	Q8GX46
AT2G30700.1	Q8RWE3
AT1G50620.1	A0A654EIZ8,Q9C6P8
AT1G07705.2	A8MR45
AT3G12680.1	Q941Q3,A0A178VA41
AT3G09320.1	Q93VV0,A0A178VGE0
AT5G62900.1	A0A654GDG1,Q9FM06
AT5G63000.1	A0A654GDJ1,Q84K84
AT4G16670.1	Q5HZ31
AT4G18395.1	A0A654FQR4,Q1PE70
AT3G15518.1	A0A384L3N5,Q8GYA5
AT4G12390.1	A0A654FNI0,Q9STH2
AT5G15530.1	Q9LLC1,A0A178U9S1
AT4G33170.1	Q9SMZ2,A0A178USP9
AT1G10880.1	A0A5S9TRG3,Q0WR07
AT3G04780.1	Q9SQZ9,A0A178VLI5
AT1G74210.1	Q9C907,A0A178W3R5
AT4G39630.1	F4JW44
AT1G78780.2	A0A178W8Q8,Q8L9B0
AT3G06778.1	F4JC50
AT1G48270.1	O04714
AT1G74930.1	Q9S7L5,A0A178W260
AT3G06340.1	Q9SQT7
AT5G67110.1	Q9FHA2-1,A0A5S9YHR0
AT3G56891.1	B3H6D0
AT1G23750.1	A0A178WE05,Q9ZUC0
AT3G48210.1	Q93VK9
AT4G16430.1	O23487,A0A178V653
AT5G37260.1	F4K5X6,A0A654G5P5
AT3G05180.1	Q9MAA1
AT3G06550.2	Q0WW17-4
AT3G54660.1	P42770,A0A654FIH5,Q5FV38
AT1G36310.1	Q94A09,A0A178WBI1
AT3G49890.1	Q9M2W9
AT5G54940.1	A0A384LMK5,Q9FFT6
AT3G11950.1	Q9SF04,A0A384L4W9
AT1G25570.1	F4ICJ5
AT3G04070.1	Q84TD6-1,A0A654F407
AT4G10650.1	O82497,A0A654FMX8
AT5G28840.1	Q93VR3,A0A384LF84,Q0WWW3
AT5G55820.1	Q9FM57
AT4G11120.1	A0A654FN42,Q5XF75
AT1G19010.1	A0A654EB51,Q9C5J5
AT5G42890.1	Q9FMN0,A0A178UHV6
AT4G17240.1	A0A178V511,F4JNF8
AT1G26100.1	Q9C540,A0A178W422
AT1G27510.1	Q94AT5,A0A178WE62
AT4G32360.1	Q8W3L1,A0A178V2N4
AT1G27385.4	F4HSW0
AT4G32780.1	F4JV54
AT2G21880.1	Q9SJ11-1,A0A178VZI8
AT4G01040.1	A0A178V5C3,Q9M159
AT1G12570.1	A0A178W4G2,Q66GI5
AT1G53460.1	Q9LPG2
AT5G37380.1	Q9FHS7
AT5G63310.1	O64903,A0A384KNJ7,Q0WUG9
AT3G05510.1	A0A384KYN8,Q94F16
AT2G29220.1	Q9ZW09
AT2G29250.1	Q9ZW11
AT3G25130.1	A0A654FCC7,Q9LSG4
AT2G29180.1	Q9ZW05
AT5G54080.1	Q9ZRA2
AT1G11380.1	A0A178W9F1,Q8LFV5
AT3G23740.1	Q9LK44
AT1G74110.1	Q9C9D1,A0A654EZI8
AT3G55250.1	Q9M3C6,A0A178VJJ9
AT5G16480.1	Q9FFD7
AT4G20000.1	A0A178UTR1,O49427
AT4G28520.1	Q96318-1,A0A5S9XWS1
AT4G33730.1	O81889,A0A178UVX6
AT1G18530.1	Q9FZ75,A0A5S9V0Z6
AT2G28510.1	Q8LE43
AT2G22100.1	Q9SHZ5,A0A654EWI8
AT1G60360.1	A0A654EVE7,O80757
AT2G25720.1	A0A178VZ29,Q9SL91
AT3G11730.1	Q9ZRE2,A0A178VII7
AT3G15280.1	A0A384LI47,Q9LDN8
AT3G15260.1	Q9LDA7,A0A178V8X3
AT1G77270.1	Q8VY02
AT2G10940.1	Q9SKI0,A0A654ESF6
AT1G01450.1	A0A5S9S1U7,F4HSB4
AT3G50430.1	Q84TJ4
AT5G38660.2	A0A219HZL6,A0A654G6K1
AT4G22000.1	A0A178UX97,O65448
AT1G14390.1	Q9M9S4
